Name,Size,Type,Sub-Type,Alignment,AC,Hit Points,STR,DEX,CON,INT,WIS,CHA,Challenge,Proficiency Bonus
Hydroloth,M,Fiend,Yugoloth,NE,15,135 (18d8+54),12,21,16,19,10,14,9,4
Hyena,M,Beast,,,11,5 (1d8+1),11,13,12,2,12,5,0,2
Hypnos_Magen,M,Construct,,,12,34 (4d8+16),10,14,18,14,10,7,1,2
Hythonia_the_Cruel_(Medusa),L,Monstrosity,,LE,17 (natural),199 (21d10+84),21,17,19,14,16,18,17,6
Ia'Affrat_(Arbeyach's_Herald),L,Elemental,(Swarm of Tiny),LE,17 (natural),170 (20d10+60),3,21,16,20,18,23,15,5
Ice_Archon,M,Elemental,,LE,18 (22 with Ice Shield),228 (24d8+120),22,16,20,16,22,22,17,6
Ice_Bogie,S,Fey,,CN,12,10 (3d6),7,14,10,8,7,12,0.125,2
Ice_Devil,L,Fiend,Devil,LE,18 (natural),180 (19d10+76),21,14,18,18,15,18,14,5
Ice_Drake,S,Dragon,,CE,14 (natural),22 (5d6+5),13,13,13,7,7,10,1,2
Ice_Elemental,L,Elemental,,N,15 (natural),114 (12d10+48),18,9,19,5,14,6,5,3
Ice_Golem,M,Construct,,N,14 (natural),71 (11d8+22),16,12,14,2,10,1,5,3
Ice_Maiden,M,Fey,,LE,16 (natural),84 (13d8+26),12,17,15,19,13,23,6,3
Ice_Mephit,S,Elemental,,NE,11,21 (6d6),7,13,10,9,11,12,0.5,2
Ice_Toad,M,Monstrosity,,N,12 (natural),32 (5d8+10),13,10,14,8,10,6,1,2
Ice_Troll,L,Giant,,CE,12 (natural),68 (8d10+24),19,12,16,9,10,6,4,2
Icewind_Kobold,S,Humanoid,Kobold,,14 (hide),9 (2d6+2),7,15,12,8,8,8,0.125,2
Icewind_Kobold_Zombie,S,Undead,,NE,9 (scraps of hide armor),19 (3d6+9),8,6,16,3,6,3,0.125,2
Ichneumon,L,Monstrosity,,,16 (18 with mud armor),123 (13d10+52),22,18,18,6,14,12,11,4
Ichor_Ooze,M,Ooze,,NE,8,39 (6d8+12),15,6,14,3,7,1,2,2
Idolic_Deity,S,Construct,,NE,17 (natural),90 (12d6+48),14,20,18,10,11,20,8,3
Iggwilv_the_Witch_Queen,M,Fey,Wizard,CN,19 (robe of the archmage),255 (30d8+120),10,18,18,27,12,23,20,6
Igniguana,M,Elemental,,,12 (natural),26 (4d8+8),14,11,15,3,11,7,1,2
Ijiraq,M,Fey,,CN,14 (natural),127 (15d8+60),17,13,19,11,15,9,7,3
Ikuchi,G,Elemental,,CN,16 (natural),116 (8d20+32),20,13,18,6,12,8,8,3
Illuminai,M,Humanoid,Human,LG,18 (plate),65 (10d8+20),18,14,15,12,12,16,6,3
Illusionist,M,Humanoid, Race,,12 (15 with mage armor),38 (7d8+7),9,14,13,16,11,12,3,2
Imix,H,Elemental,,NE,17,325 (26d12+156),19,24,22,15,16,23,19,6
Immortal_Lotus_Monk,M,Humanoid, Race,LE,15 (unarmored defense),65 (10d8+20),12,16,14,11,14,10,5,3
Imp,T,Fiend,"Devil, Shapechanger",LE,13,10 (3d4+3),6,17,13,11,12,14,1,2
Imperial_Dragon_Wyrmling,M,Dragon,Imperial Dragon,N,17 (natural),60 (8d8+24),19,12,17,14,12,14,3,2
Imy-Ut_Ushabti,M,Monstrosity,,N,15 (chain shirt),97 (15d8+30),17,14,15,6,10,5,3,2
Incarnate_Gloom,G,Undead,,NE,16 (natural),184 (16d20+16),4,19,13,12,15,20,13,5
Incinis,L,Elemental,,NE,17 (natural),171 (18d10+72),12,20,18,10,16,10,10,4
Indentured_Spirit,M,Undead,,,11,13 (3d8),7,13,10,10,12,11,1,2
Indigo_Faerie_Dragon,T,Dragon,,CG,15,14 (4d4+4),3,20,13,14,12,16,2,2
Infernal_Centaur,M,Fiend,,LE,15 (natural),60 (8d8+24),17,12,16,11,14,13,4,2
Infernal_Knight,M,Fiend,Devil,LE,18 (plate),247 (26d8+130),24,14,20,17,21,20,16,5
Infernal_Swarm,H,Fiend,"(Swarm of Tiny), Devil",LE,16 (natural),150 (20d12+20),18,16,13,8,12,19,12,4
Initiate_of_the_Elder_Elementals,S,Humanoid,Kobold, evil,12 (15 with mage armor),33 (6d6+12),9,14,15,16,11,12,2,2
Ink_Devil,S,Fiend,Devil,LE,14,54 (12d6+12),12,18,12,20,8,18,2,2
Ink_Guardian,L,Ooze,,,8,102 (12d10+36),16,7,16,6,6,1,4,2
Inkling,T,Construct,,,12,10 (4d4),4,14,10,14,12,10,0.25,2
Inkling_Mascot,T,Ooze,,N,13,18 (4d4+8),10,16,14,6,7,11,0.25,2
Inquisitor_of_the_Mind,M,Humanoid, Race, Lawful,16 (breastplate),77 (14d8+14),10,14,12,17,16,19,8,3
Inquisitor_of_the_Sword,M,Humanoid, Race, Lawful,16 (breastplate),91 (14d8+28),12,14,14,15,18,16,8,3
Inquisitor_of_the_Tome,M,Humanoid, Race, Lawful,11 (14 with mage armor),77 (14d8+14),10,12,12,19,16,15,8,3
Inspired,M,Humanoid,Human,LE,12 (15 with mage armor),40 (9d8),11,14,10,16,10,16,2,2
Intellect_Devourer,T,Aberration,,LE,12,21 (6d4+6),6,14,13,12,11,10,2,2
Invisible_Stalker,M,Elemental,,N,14,104 (16d8+32),16,19,14,10,15,11,6,3
Irid,T,Celestial,,CN,13,20 (8d4),4,17,10,12,10,16,1,2
Iron_Cobra,S,Construct,,N,13 (natural),27 (6d6+6),12,15,13,5,12,1,1,2
Iron_Consul,M,Humanoid,Human,LE,16 (chain),45 (6d8+18),17,11,16,12,15,16,2,2
Iron_Defender,M,Construct,,N,17 (natural),30 (4d8+12),16,14,16,8,11,7,1,2
Iron_Golem,L,Construct,,,20 (natural),210 (20d10+100),24,9,20,3,11,1,16,5
Iron_Sphere,S,Construct,,,16 (natural),60 (8d6+32),16,13,18,4,10,3,5,3
Iron_Teeth_of_Baba_Yaga,T,Fey,,CN,14,67 (15d6+15),12,18,12,18,10,10,2,2
Ironscale_Hydra,G,Monstrosity,,,17 (natural),181 (11d20+66),22,10,22,2,10,7,12,4
Ironthorn_Snipeshrub,M,Plant,,,21 (natural),161 (19d8+76),10,24,19,5,16,5,13,5
Isar_Kronenstrom,M,Humanoid,Human,CE,15 (hide),117 (18d8+36),16,16,15,14,15,16,8,3
Isonade,G,Monstrosity,,CN,18 (natural),222 (12d20+96),30,14,26,6,18,8,14,5
Isperia,G,Monstrosity,,LN,17 (natural),261 (18d20+72),20,14,18,23,26,20,21,7
Istrid_Horn,M,Humanoid,Dwarf,NE,18 (plate),117 (18d8+36),12,10,14,11,17,13,8,3
Ixitxachitl,S,Aberration,,CE,15 (natural),18 (4d6+4),12,16,13,12,13,7,0.25,2
Izek_Strazni,M,Humanoid,Human,NE,14 (studded Leather),112 (15d8+45),18,15,16,10,9,15,5,3
J'Ba_Fofi_Spider,L,Beast,,,18 (natural),75 (10d10+20),17,17,15,4,13,6,3,2
Jaanavar_Jal,H,Monstrosity,,,15 (natural),172 (15d12+75),20,14,20,6,13,10,7,3
Jabberwock,H,Dragon,,CE,18 (natural),115 (10d12+50),20,12,20,4,7,11,13,5
Jack_of_Strings,M,Fey,,CN,14,90 (12d8+36),14,19,17,15,14,20,5,3
Jack-in-Irons,H,Giant,,CE,15 (chains),138 (12d12+60),24,12,20,9,12,8,7,3
Jackal,S,Beast,,,12,3 (1d6),8,15,11,3,12,6,0,2
Jackal_of_Darkness,T,Undead,,NE,13 (natural),21 (6d4+6),13,14,12,4,14,8,1,2
Jackalwere,M,Humanoid,Shapechanger,CE,12,18 (4d8),11,15,11,13,11,10,0.5,2
Jaculi,L,Beast,,,14 (natural),16 (3d10),15,14,11,2,8,3,0.5,2
Jaculus,S,Dragon,,NE,18 (natural),65 (10d6+30),14,18,17,13,13,13,3,2
Jade_Colossus,G,Construct,,N,19 (natural),595 (34d20+238),29,10,24,2,11,1,17,6
Jade_Tigress,M,Humanoid,Human,LE,15 (unarmored defense),71 (11d8+21),18,14,15,11,16,11,8,3
Jalester_Silvermane,M,Humanoid,Human,LG,"18 (chain mail, badge of the Watch)",71 (13d8+13),14,14,13,12,14,13,4,2
Jamna_Gleamsilver,S,Humanoid,Gnome,N,15 (leather),22 (4d6+8),8,17,14,15,10,12,1,2
Jarad_Vod_Savo,M,Undead,,NE,17 (natural),180 (24d8+72),14,16,16,20,16,15,22,7
Jarlaxle_Baenre,M,Humanoid,Elf,CN,"24 (+3 leather, Suave Defense)",123 (19d8+38),12,22,14,20,16,19,15,5
Jarund_Elkhardt,M,Humanoid,Human,N,14 (hide),104 (16d8+32),18,10,15,12,14,18,5,3
Jermlaine,T,Humanoid,Jermlaine,NE,11,3 (1d4+1),4,12,13,10,11,7,0.125,2
Jester,M,Humanoid, Race,,11,9 (2d8),10,12,10,12,12,14,0.25,2
Jeweled_Drone_Tosculi,S,Humanoid,Tosculi,LE,15 (natural),90 (12d6+48),10,18,18,14,14,17,4,2
Jiangshi,M,Undead,,CE,15 (natural),117 (18d8+36),17,10,14,6,12,14,6,3
Jinmemku,H,Plant,,CN,14 (natural),126 (12d12+48),16,1,19,17,8,22,9,4
Joller,M,Humanoid, Race,CE,13 (leather),11 (2d8+2),10,14,12,10,12,12,1,2
Jotun_Giant,G,Giant,,CN,20 (natural),407 (22d20+176),30,8,26,18,20,14,22,7
Juiblex,H,Fiend,Demon,CE,18 (natural),350 (28d12+168),24,10,23,20,20,16,23,7
Jupiter_Bloodsucker,M,Plant,,,8 (natural),26 (4d8+8),12,5,14,1,10,10,1,2
Juvenile_Kraken,H,Monstrosity,Titan,CE,16 (natural),207 (18d12+90),24,11,20,19,15,17,14,5
Juvenile_Mimic,T,Monstrosity,Shapechanger,N,11,7 (2d4+2),1,12,13,10,13,10,0,2
Jynx,S,Fey,,CN,13,27 (6d6+6),7,16,13,15,14,16,1,2
Kachlian,H,Aberration,,NE,16 (natural),157 (15d12+60),18,10,19,16,15,9,8,3
Kalaraq_Quari,M,Aberration,,LE,18 (natural),161 (19d8+76),12,21,18,23,24,25,19,6
Kalashtar,M,Humanoid,Kalashtar,,12,16 (3d8+3),12,14,12,13,15,15,0.25,2
Kalka-Kylla,L,Monstrosity,,N,15 (natural),85 (10d10+30),17,12,16,15,16,12,3,2
Kalke,S,Fiend,,NE,14 (natural),9 (2d6+2),8,17,12,13,7,13,0.25,2
Kallikantzaros,S,Fey,,CE,13 (hide),59 (17d6),15,13,10,6,8,10,2,2
Kamadan,L,Monstrosity,,,13,67 (9d10+18),16,16,14,3,14,10,4,2
Kamaitachi,S,Monstrosity,Shapechanger,CN,14,84 (13d6+39),12,19,16,9,12,13,5,3
Kamasuhn,L,Celestial,,LG,17 (natural),238 (28d10+84),15,18,16,12,14,16,12,4
Kampfult,M,Plant,,,15 (natural),32 (5d8+10),16,12,14,6,12,6,2,2
Kapi_Simian,M,Humanoid,Simian,CG,14,13 (3d8),14,18,10,11,13,9,0.5,2
Kappa,S,Fey,,CN or CE,16 (natural),49 (11d6+11),18,14,12,7,14,8,2,2
Karakura,M,Fiend,Shapechanger,NE,15 (natural),76 (17d8),7,18,11,15,13,20,5,3
Karina,M,Fey,,CE,17,88 (16d8+16),10,18,13,14,20,20,4,2
Karrnathi_Undead_Soldier,M,Undead,,LE,17 (half-plate),52 (7d8+21),16,14,16,12,13,5,3,2
Kathlin,L,Monstrosity,,NG,12,34 (4d10+12),18,15,17,5,13,8,2,2
Kava_Predator,L,Beast,,,15 (natural),75 (10d10+20),18,12,15,6,14,8,2,2
Kaveph,H,Aberration,,NE,16 (natural),136 (13d12+52),21,13,18,8,10,7,6,3
Kavora,L,Fiend,Demon,CE,16 (natural),142 (14d10+65),20,17,20,5,12,11,8,3
Kech,M,Monstrosity,,NE,13 (natural),27 (5d8+5),13,15,12,10,13,11,0.5,2
Keelbreaker_Crab,H,Monstrosity,,,16 (natural),157 (15d12+60),19,10,18,3,12,10,9,4
Keg_Golem,M,Construct,,,11 (natural),45 (6d8+18),16,10,16,8,7,3,3,2
Kelek,M,Humanoid,"Human, Sorcerer",CE,12 (bracers of defense),45 (7d8+14),15,10,14,15,13,17,5,3
Kelp_Drake,M,Dragon,,NE,15 (natural),60 (8d8+24),18,14,16,7,12,10,3,2
Kelp_Eel,H,Plant,,,17 (natural),157 (15d12+60),18,14,19,3,15,5,10,4
Kelpie,M,Plant,,NE,14 (natural),67 (9d8+27),14,14,16,7,12,10,4,2
Kelrinn,M,Fey,Shapechanger,CN,13 (natural),27 (5d8+5),13,12,13,9,13,9,0.5,2
Kelrinn_Chief,M,Fey,Shapechanger,CN,14 (natural),47 (7d8+16),15,14,15,9,13,11,2,2
Kembingur_Illhveli,G,Monstrosity,,CE,17 (natural),210 (12d20+84),27,12,24,7,14,12,12,4
Kenku,M,Humanoid,Kenku,CN,13,13 (3d8),10,16,10,11,10,10,0.25,2
Kettlesteam_the_Kenku,M,Humanoid,"Kenku, Warlock",CN,13,22 (5d8),10,16,10,11,10,16,1,2
Keyhole_Dragonette,T,Dragon,,N,14 (natural),27 (6d4+12),12,15,14,7,10,13,0.5,2
Kezai,M,Monstrosity,,,16 (natural),67 (9d8+27),13,18,16,4,12,12,4,2
Khargra,S,Elemental,,N,20 (natural),11 (2d6+4),13,10,14,5,11,6,0.125,2
Khodumodumo,G,Monstrosity,,,18 (natural),186 (12d20+60),23,20,21,4,15,7,14,5
Ki-rin,H,Celestial,,LG,20 (natural),152 (16d12+48),21,16,16,19,20,20,12,4
Kiddywidget,S,Construct,,,16 (natural),15 (2d6+8),6,14,18,1,10,1,0.5,2
Kikimora,M,Fey,,CN,15 (natural),65 (10d8+20),13,18,15,12,16,21,5,3
Killer_Frog,S,Beast,,,12 (natural),11 (2d6+4),12,13,14,2,9,6,0.25,2
Killer_Whale,H,Beast,,,12 (natural),90 (12d12+12),19,10,13,3,12,7,3,2
Killmoulis,T,Fey,,N,14,7 (2d4+2),4,19,13,12,14,13,0,2
Kindness,M,Celestial,,LG,18 (natural),228 (24d8+120),20,20,20,18,25,18,23,7
Kingslayer_Cobra,M,Beast,,,24 (natural),263 (31d8+124),14,30,19,4,21,1,20,6
Kingsport_(awakened_penguin),M,Beast,,,11,5 (1d8+1),6,12,12,10,10,4,0,2
Kinnara,M,Celestial,Angel,LG,14 (natural),65 (10d8+20),12,15,14,13,16,19,3,2
Kirikari,H,Monstrosity,,,16 (natural),142 (15d12+45),21,17,16,4,14,4,9,4
Kishi,M,Fiend,Demon,CE,"18 (natural, shield)",119 (14d8+56),19,20,19,15,11,22,8,3
Kitsune,S,Fey,Shapechanger,CN,12,49 (14d6),8,15,11,12,15,14,2,2
Knight,M,Humanoid, Race,,18 (plate),52 (8d8+16),16,11,14,11,11,15,3,2
Knight_Ab-Errant,L,Humanoid,,,14 (armor scraps),93 (11d10+33),19,12,17,10,11,13,5,3
Knight_Raven,M,Fey,,LG,13,33 (6d8+6),12,16,12,13,15,9,2,2
Knucklehead_Trout,S,Beast,,,12,7 (2d6),14,14,11,1,6,1,0,2
Koalinth,M,Humanoid,Goblinoid,LE,14 (scale mail),16 (3d8+3),13,11,12,11,10,11,0.5,2
Koalinth_Sergeant,M,Humanoid,Goblinoid,LE,14 (scale mail),33 (6d8+6),14,11,12,11,10,12,2,2
Kobold,S,Humanoid,Kobold,LE,12,5 (2d6-2),7,15,9,8,7,8,0.125,2
Kobold_Alchemist,S,Humanoid,Kobold,LN,15 (studded leather),44 (8d6+16),7,16,15,16,9,8,2,2
Kobold_Chieftain,S,Humanoid,Kobold,LE,17 (studded),82 (15d6+30),10,17,14,11,13,14,4,2
Kobold_Dragonshield,S,Humanoid,Kobold,LE,"15 (leather, shield)",44 (8d6+16),12,15,14,8,9,10,1,2
Kobold_Inventor,S,Humanoid,Kobold,LE,12,13 (3d6+3),7,15,12,8,7,8,0.25,2
Kobold_Junk_Shaman,S,Humanoid,Kobold,LN,12 (15 with junk armor),42 (12d6),6,14,11,11,17,9,2,2
Kobold_King,S,Humanoid,Kobold,LN,15 (18 with mage armor),112 (25d6+25),8,20,12,14,14,15,6,3
Kobold_Scale_Sorcerer,S,Humanoid,Kobold,LE,15 (natural),27 (5d6+10),7,15,14,10,9,14,1,2
Kobold_Sorcerer,S,Humanoid,Kobold,LE,12,7 (2d6),7,15,9,9,8,14,0.25,2
Kobold_Spellclerk,S,Humanoid,Kobold,LN,12,21 (6d6),6,14,10,16,12,12,0.5,2
Kobold_Trapsmith,S,Humanoid,Kobold,LN,14 (leather),36 (8d6+8),7,16,12,16,13,8,1,2
Kobold_Underling,S,Humanoid,Kobold,LE,13,7 (3d6-3),7,16,9,8,9,8,0.125,2
Kobold_Vampire_Spawn,S,Undead,,NE,14,39 (6d6+18),10,18,16,8,8,8,3,2
Kobold_War_Machine,L,Construct,,,16 (natural),114 (12d10+48),21,14,19,2,7,1,9,4
Kobold_Wizard,S,Humanoid,Kobold,LN,12 (15 with mage armor),58 (13d6+13),6,14,13,17,10,8,5,3
Kongamato,H,Beast,,,16 (natural),112 (15d10+30),19,18,14,2,10,7,5,3
Koralk_Devil_(Harvester_Devil),L,Fiend,Devil,LE,15 (natural),136 (16d10+48),16,13,17,10,11,13,11,4
Korred,S,Fey,,CN,17 (natural),93 (11d6+55),23,14,20,10,15,9,7,3
Korrigan,S,Fey,,CN,14 (natural),66 (12d6+24),11,16,14,10,14,17,3,2
Koschei,M,Fiend,,NE,18 (natural),135 (18d8+54),22,12,17,17,13,21,17,6
Kostchtchie,L,Fiend,Demon,CE,19 (natural),312 (25d12+150),26,18,25,17,16,20,22,7
Kot_Bayun,M,Monstrosity,,N,15,44 (8d8+8),16,16,13,12,16,17,2,2
Krake_Spawn,H,Monstrosity,,NE,16 (natural),150 (12d12+72),24,12,22,17,15,18,9,4
Kraken,G,Monstrosity,Titan,CE,18 (natural),472 (27d20+189),30,11,25,22,18,20,23,7
Kraken_(Zendikar),H,Monstrosity,,CE,16 (natural),230 (20d12+100),29,14,20,16,18,18,13,5
Kraken_Priest,M,Humanoid, Race, evil,10,75 (10d8+30),12,10,16,10,15,14,5,3
Kraul_Deathpriest,M,Humanoid,Kraul,NE,18 (natural),65 (10d8+20),16,12,14,12,15,10,4,2
Kraul_Warrior,M,Humanoid,Kraul,NE,18 (natural),27 (5d8+5),15,12,13,10,11,8,0.5,2
Krenko,S,Humanoid,Goblinoid,NE,"17 (chain shirt, shield)",21 (6d6),10,14,10,10,8,14,1,2
Krull,M,Humanoid,Tortle,LE,17 (natural),117 (18d8+36),20,14,15,12,20,12,6,3
Kruthik_Hive_Lord,L,Monstrosity,,,20 (natural),102 (12d10+36),19,16,17,10,14,10,5,3
"Kruthik,_Young",S,Monstrosity,Kruthik,,16 (natural),9 (2d6+2),13,16,13,4,10,6,0.125,2
Kuah-Lij,M,Humanoid,Kuah-Lij,LN,11,6 (1d8+2),8,13,14,16,13,8,0.125,2
Kulmking,L,Undead,,CE,14 (natural),127 (15d10+45),17,15,16,12,18,17,9,4
Kuo-Toa,M,Humanoid,Kuo-Toa,NE,"13 (natural, shield)",18 (4d8),13,10,11,11,10,8,0.25,2
Kuo-Toa_Archpriest,M,Humanoid,Kuo-Toa,NE,13 (natural),97 (13d8+39),16,14,16,13,16,14,6,3
Kuo-Toa_Monitor,M,Humanoid,Kuo-Toa,NE,13,65 (10d8+20),14,10,14,12,14,11,3,2
Kuo-Toa_Whip,M,Humanoid,Kuo-Toa,NE,11 (natural),65 (10d8+20),14,10,14,12,14,11,1,2
Kurok-Spirit,L,Fiend,,CN,13,19 (3d10+3),1,16,13,7,10,12,1,2
Kuunganisha,S,Fiend,, Evil,13,17 (15d6),6,17,11,10,12,13,2,2
"Kyrilla,_Accursed_Gorgon",L,Monstrosity,,LE,15 (natural),127 (15d10+45),11,16,16,14,14,15,10,4
Kyrt,M,Humanoid,Kyrt,NE,15 (natural),120 (16d8+48),20,10,16,6,18,6,5,3
Kysh,M,Humanoid,Triton,LG,13,27 (5d8+5),14,16,12,10,13,14,1,2
Lady_Hawk,M,Humanoid,"Human, Shapechanger",LG,13 (16 with barkskin),45 (7d8+14),14,16,15,12,20,16,5,3
Lady_Illmarrow,M,Undead,,NE,19 (natural),199 (21d8+105),16,16,20,27,21,24,22,7
Lady_in_White,M,Undead,,,12,49 (11d8),6,14,10,10,11,18,2,2
Laeral_Silverhand,M,Humanoid,Human,CG,18 (robe of the archmage),228 (24d8+120),13,17,20,20,20,19,17,6
Laestrigonian_Giant,L,Giant,,CE,13 (natural),95 (10d10+40),20,14,18,9,11,8,4,2
Lake_Troll,L,Giant,,CE,15 (natural),126 (12d10+60),20,13,20,8,10,6,7,3
Lamassu,L,Celestial,,LG,17 (natural),147 (14d10+70),18,14,20,17,18,16,10,4
Lambient_Witchfyre,L,Aberration,,,15 (natural),110 (13d10+39),10,16,17,2,11,1,7,3
Lamia,L,Monstrosity,,CE,13 (natural),97 (13d10+26),16,13,15,14,15,16,4,2
Lampad,M,Fey,,NE,15 (natural),52 (8d8+16),12,13,14,11,12,18,3,2
Land_Lamprey,S,Beast,,,12,2 (1d6-1),6,14,9,1,10,12,0.25,2
Langdedrosa_Cyanwrath,M,Humanoid,Half-blue Dragon,LE,17 (splint),57 (6d12+18),19,13,16,10,14,12,4,2
Lantern_Beetle,T,Beast,,,13 (natural),2 (1d4),6,12,10,1,7,3,0,2
Lantern_Dragonette,T,Dragon,,LN,13 (natural),28 (8d4+8),7,12,13,16,13,12,0.5,2
Lantern_Goat,M,Undead,,CE,16 (natural),93 (17d8+17),13,18,13,6,14,17,6,3
Lantern_Hound,M,Fey,,NE,16 (natural),177 (19d8+92),21,14,17,6,13,19,9,4
Larva,M,Fiend,,NE,9,9 (2d8),9,9,10,6,10,2,0,2
Lash_Fiend,M,Fiend,,CE,13 (natural),45 (6d8+18),16,13,17,11,10,12,2,2
Lava_Child,M,Elemental,,N,13 (natural),27 (5d8+5),13,11,13,10,11,11,2,2
Lava_Dragon,H,Dragon,,CE,22 (natural),367 (21d20+147),27,14,25,16,18,14,23,7
Lava_Giant,H,Giant,,CE,18 (natural),126 (11d12+55),23,9,21,10,10,9,9,4
Lava_Keeper,H,Elemental,,LN,18 (natural),276 (24d12+120),24,10,21,10,18,12,18,6
Lava_Weird,L,Elemental,,CE,16 (natural),76 (9d10+27),15,14,16,11,12,16,4,2
Lawmage,M,Humanoid, Race,LN,15 (breastplate),84 (13d8+26),13,12,14,17,14,13,6,3
Lazav,M,Monstrosity,Shapechanger,NE,18 (natural),204 (24d8+96),16,24,18,22,20,22,17,6
Lazavik,T,Fey,,NG,14,36 (8d4+16),12,18,15,13,17,14,3,2
Lead_Skeleton,M,Construct,,N,18 (natural),66 (12d8+12),21,18,13,2,10,1,6,3
Leech_Swarm,M,Beast,(Swarm of Tiny),,13,32 (5d8+10),5,16,15,2,13,4,2,2
Lemure,M,Fiend,Devil,LE,7,13 (3d8),10,5,11,1,11,3,0,2
Lemurfolk,S,Humanoid,Lemurfolk,N,13,14 (4d6),10,15,11,12,10,8,0.25,2
Lemurfolk_Greyfur,S,Humanoid,Lemurfolk,N,13,67 (15d6+15),9,16,12,16,12,10,4,2
Leng_Spider,H,Aberration,,CE,15 (natural),97 (15d12),14,16,10,18,15,16,6,3
Leonin_Iconoclast,M,Humanoid,Leonin,,17 (unarmored defense),67 (9d8+27),14,18,16,13,17,10,5,3
Leonino,T,Beast,,,13,13 (3d4+6),10,16,14,8,8,12,0.125,2
Leopard,M,Beast,,,12,13 (3d8),14,15,10,3,14,7,0.25,2
Leprechaun,S,Fey,,N,13,14 (4d6),7,16,11,16,15,16,2,2
Leshy,M,Monstrosity,,CN,14 (natural),84 (13d8+26),16,12,14,14,15,16,1,2
Lesser_Gibbering_Orb,L,Aberration,,CE,16 (natural),136 (16d10+48),16,17,17,20,14,21,14,5
Lesser_Lightning_Elemental,M,Elemental,,N,14,45 (6d8+18),14,18,16,4,11,11,3,2
Lesser_Lunarchidna,M,Aberration,,NE,15 (natural),39 (6d8+12),10,15,14,6,12,13,2,2
Lesser_Scrag,M,Monstrosity,,CE,13 (natural),45 (7d8+14),18,10,15,8,10,9,2,2
Lesser_Star_Spawn_Emissary,M,Aberration,,CE,19 (natural),241 (21d8+147),21,18,24,25,20,23,19,6
Leucrotta,L,Monstrosity,,CE,14 (natural),67 (9d10+18),18,14,15,9,12,6,3,2
"Leucrotta,_Adult",L,Monstrosity,,CE,14 (natural),39 (6d10+6),14,14,12,8,9,12,2,2
"Leucrotta,_Young",M,Monstrosity,,CE,13 (natural),10 (3d8-3),10,15,8,8,9,10,0.25,2
Leviathan,G,Elemental,,N,17,328 (16d20+160),30,24,30,2,18,17,20,6
Liara_Portyr,M,Humanoid,Human,LE,"15 (studded leather, shield)",84 (13d8+26),16,12,15,14,14,16,4,2
Library_Automaton,S,Construct,,LN,13 (natural),7 (2d6),8,13,10,14,12,8,0.5,2
Lich,M,Undead,, Evil,17 (natural),135 (18d8+54),11,16,16,20,14,16,21,7
Lich_Hound,M,Undead,,NE,14,119 (14d8+56),10,18,18,6,10,16,4,2
Lich_King,M,Undead,,NE,19 (natural),212 (25d8+100),12,18,18,24,16,19,25,8
Lich_Lord,M,Undead,,LE,23 (magic plate),563 (49d8+343),30,12,25,17,29,21,27,8
Lich_Shade,M,Undead,,NE,16 (natural),85 (9d8+45),11,16,20,18,16,13,8,3
Lichen_Lich,M,Undead,, Evil,20 (natural),225 (30d8+90),11,16,16,14,20,16,18,6
Light_Cadejo,M,Fey,,LG,18 (natural),99 (18d8+18),10,18,12,10,18,10,3,2
Light_Dragon_Wyrmling,M,Dragon,Light Dragon,NG,13 (natural),39 (6d8+12),14,10,15,12,14,13,2,2
Light_Drake,T,Dragon,,NG,13,24 (7d4+7),7,16,13,8,12,14,0.5,2
Lightning_Archon,M,Elemental,,CE,18,234 (36d8+72),12,26,15,18,20,12,21,7
"Lightning_Elemental,_Medium",M,Elemental,,N,15,67 (9d8+27),14,20,16,4,11,11,6,3
Lightning_Mephit,S,Elemental,,NE,13,21 (6d6),10,17,10,6,11,15,1,2
Lightning_Treant,H,Plant,,NE,15 (natural),105 (10d12+40),20,17,19,10,14,10,6,3
Lightning_Weird,L,Elemental,,CE,18 (natural),90 (12d10+24),17,20,15,10,12,14,7,3
Likho,M,Monstrosity,,CE,15 (natural),90 (12d8+36),16,18,16,13,16,21,6,3
Lily_Dragon_Wyrmling,S,Dragon,Lily Dragon,CG,14,78 (12d6+36),11,18,16,12,19,15,4,2
Liminal_Drake,L,Dragon,,NE,17,204 (24d10+72),7,24,16,15,18,17,14,5
Lindwurm,L,Dragon,,NE,15,136 (16d10+48),18,20,16,6,12,8,5,3
Lion,L,Beast,,,12,26 (4d10+4),17,15,13,3,12,8,1,2
Liondrake,L,Monstrosity,,N,16 (natural),119 (14d10+42),19,15,17,6,12,12,7,3
Lionwere,L,Monstrosity,"Shapechanger, Theriantrope",CE,13,30 (4d10+8),18,17,14,10,12,15,2,2
Liosalfar,L,Elemental,,N,17,110 (20d10),10,25,10,18,18,12,8,3
Lithonnite,L,Monstrosity,,,18 (natural),68 (8d10+24),16,13,17,4,10,4,4,2
Livestone_Ooze,L,Ooze,,,10,168 (16d10+80),20,10,20,2,1,1,5,3
Living__Horde,L,Construct,,,15 (natural),126 (13d10+60),20,8,20,5,3,1,5,3
Living_Abjuration,H,Construct,,,16 (natural),150 (12d12+72),1,9,22,6,18,1,11,4
Living_Bigby's_Hand,L,Construct,,,20 (natural),52 (5d10+25),26,10,20,1,10,1,4,2
Living_Blade_of_Disaster,S,Construct,,CE,14 (natural),67 (9d6+36),10,16,19,6,10,3,8,3
Living_Burning_Hands,M,Construct,,,15 (natural),15 (2d8+6),10,12,16,3,6,6,1,2
